Call of Duty: Black Ops,PC,2010,Shooter,Activision,1.63,81,29,5.2,1657,M
Kinectimals,X360,2010,Simulation,Microsoft Game Studios,1.62,74,50,3.2,70,E
Just Cause 2,X360,2010,Action,Square Enix,1.6,81,74,8,269,M
LEGO Harry Potter: Years 1-4,X360,2010,Action,Warner Bros. Interactive Entertainment,1.56,79,58,8,62,E10+
Mafia II,X360,2010,Action,Take-Two Interactive,1.55,74,79,7.8,461,M
BioShock 2,PS3,2010,Shooter,Take-Two Interactive,1.54,88,62,8.2,493,M
Star Wars: The Force Unleashed II,PS3,2010,Action,LucasArts,1.5,63,41,6.8,122,T
Dead Rising 2,X360,2010,Action,Capcom,1.49,79,76,6.9,217,M
Mafia II,PS3,2010,Action,Take-Two Interactive,1.49,75,61,7.7,299,M
Super Scribblenauts,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,1.46,81,53,8.2,46,E10+
Star Wars: The Force Unleashed II,X360,2010,Action,LucasArts,1.44,61,59,5.8,181,T
Kinect Joy Ride,X360,2010,Racing,Microsoft Game Studios,1.43,52,46,5,20,E
Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,Square Enix,1.41,77,33,7.3,15,E
UFC Undisputed 2010,PS3,2010,Fighting,THQ,1.41,85,54,7.2,48,T
Call of Duty: Black Ops,Wii,2010,Shooter,Activision,1.37,80,25,5.8,87,M
Dead Rising 2,PS3,2010,Action,Capcom,1.37,80,54,6.7,178,M
Metroid: Other M,Wii,2010,Action,Nintendo,1.35,79,71,6.5,483,T
F1 2010,PS3,2010,Racing,Codemasters,1.34,84,46,7.8,84,E
Alan Wake,X360,2010,Action,Microsoft Game Studios,1.33,83,100,8.1,1162,T
UFC Undisputed 2010,X360,2010,Fighting,THQ,1.32,84,70,6.7,80,T
LEGO Harry Potter: Years 1-4,PS3,2010,Action,Warner Bros. Interactive Entertainment,1.32,79,42,8,52,E10+
Your Shape: Fitness Evolved,X360,2010,Sports,Ubisoft,1.32,73,32,7.5,25,E
Pokemon Ranger: Guardian Signs,DS,2010,Role-Playing,Nintendo,1.3,68,25,8.3,26,E
Sonic Colors,DS,2010,Platform,Sega,1.29,79,26,7.9,68,E
EA Sports Active 2,Wii,2010,Sports,Electronic Arts,1.26,79,8,8.1,22,E
Football Manager 2011,PC,2010,Sports,Sega,1.26,85,23,8.4,79,E
2010 FIFA World Cup South Africa,PS3,2010,Sports,Electronic Arts,1.23,82,56,7.8,58,E
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,Namco Bandai Games,1.21,76,34,8.3,131,T
FIFA Soccer 11,PSP,2010,Sports,Electronic Arts,1.2,68,6,5.4,9,E
Fallout: New Vegas,PC,2010,Role-Playing,Bethesda Softworks,1.17,84,39,8.6,2779,M
Sniper: Ghost Warrior,X360,2010,Shooter,City Interactive,1.16,45,39,5.8,89,M
ModNation Racers,PS3,2010,Racing,Sony Computer Entertainment,1.12,82,85,8.4,202,E
Crackdown 2,X360,2010,Shooter,Microsoft Game Studios,1.12,70,91,6,202,M
Castlevania: Lords of Shadow,PS3,2010,Action,Konami Digital Entertainment,1.1,85,62,7.9,472,M
Sonic Free Riders,X360,2010,Racing,Sega,1.09,47,52,2.1,98,E
WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,THQ,1.09,74,42,6.9,42,T
Dantes Inferno,PS3,2010,Action,Electronic Arts,1.08,75,69,7.5,267,M
FIFA Soccer 11,Wii,2010,Sports,Electronic Arts,1.07,73,17,7.3,8,E
Aliens vs Predator,X360,2010,Shooter,Sega,1.06,64,64,7.3,247,M
Darksiders,X360,2010,Action,THQ,1.06,83,81,7.9,293,M
Aliens vs Predator,PS3,2010,Shooter,Sega,1.04,65,57,7.3,169,M
Dance on Broadway,Wii,2010,Misc,Ubisoft,1.02,48,6,3.3,4,E10+
God of War: Ghost of Sparta,PSP,2010,Action,Sony Computer Entertainment,1,86,73,8.4,256,M
Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.98,77,55,8.2,336,T
Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,0.96,77,26,7.6,18,T
Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.95,73,79,7.3,126,M
Yakuza 4,PS3,2010,Action,Sega,0.95,78,59,8,179,M
Lost Planet 2,PS3,2010,Shooter,Capcom,0.95,68,56,6.9,62,T
Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,0.93,66,58,6.9,77,E10+
NCAA Football 11,X360,2010,Sports,Electronic Arts,0.92,86,29,7.1,70,E
Dantes Inferno,X360,2010,Action,Electronic Arts,0.92,73,71,7.7,225,M
EA Sports Active 2,PS3,2010,Sports,Electronic Arts,0.92,78,20,5.4,14,E
Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.91,92,59,8.9,957,T
F1 2010,X360,2010,Racing,Codemasters,0.88,84,43,7.5,65,E
Rock Band 3,X360,2010,Misc,MTV Games,0.88,93,57,8.2,137,T
WWE SmackDown vs. Raw 2011,X360,2010,Fighting,THQ,0.88,75,49,7.6,45,T
Guitar Hero: Warriors of Rock,X360,2010,Misc,Activision,0.86,72,65,6.5,53,T
2010 FIFA World Cup South Africa,X360,2010,Sports,Electronic Arts,0.85,83,61,8.1,58,E
NCAA Football 11,PS3,2010,Sports,Electronic Arts,0.85,85,22,7.4,25,E
Army of Two: The 40th Day,PS3,2010,Shooter,Electronic Arts,0.85,74,56,7,88,M
Tiger Woods PGA Tour 11,PS3,2010,Sports,Electronic Arts,0.83,78,40,6.7,17,E
DJ Hero 2,X360,2010,Misc,Activision,0.83,86,66,7.9,23,T
Dragon Ball: Raging Blast 2,PS3,2010,Fighting,Namco Bandai Games,0.81,60,27,7.5,63,T
Guitar Hero: Warriors of Rock,PS3,2010,Misc,Activision,0.81,74,46,7.1,30,T
pro evolution soccer 2011,PSP,2010,Sports,Konami Digital Entertainment,0.79,74,10,5.8,5,E
Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,0.79,79,63,8.1,87,E10+
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.78,74,31,8.5,39,T
Star Wars: The Force Unleashed II,Wii,2010,Action,LucasArts,0.76,71,10,7.8,31,T
DJ Hero 2,PS3,2010,Misc,Activision,0.76,86,46,7.9,23,T
Lost Planet 2,X360,2010,Shooter,Capcom,0.76,68,63,6.1,102,T
Raving Rabbids: Travel in Time,Wii,2010,Adventure,Ubisoft,0.75,62,24,7.6,14,E10+
Resonance of Fate,PS3,2010,Role-Playing,Sega,0.73,72,42,8,136,T
NHL 11,X360,2010,Sports,Electronic Arts,0.73,88,49,7.7,71,E10+
Madden NFL 11,Wii,2010,Sports,Electronic Arts,0.73,75,6,5.4,7,E
MLB 10: The Show,PS3,2010,Sports,Sony Computer Entertainment,0.73,91,33,8.3,107,E
Monopoly Streets,Wii,2010,Misc,Electronic Arts,0.72,65,9,5.2,5,E
Star Ocean: The Last Hope International,PS3,2010,Role-Playing,Square Enix,0.72,74,45,6.7,155,T
Blur,PS3,2010,Racing,Activision,0.72,81,58,8.2,86,E10+
Battlefield: Bad Company 2,PC,2010,Shooter,Electronic Arts,0.72,87,46,8.3,1476,M
James Bond 007: Blood Stone,PS3,2010,Shooter,Activision,0.7,65,49,7.4,46,T
MotionSports,X360,2010,Sports,Ubisoft,0.69,40,30,4,10,T
Prince of Persia: The Forgotten Sands,PS3,2010,Action,Ubisoft,0.69,75,49,7.5,122,T
The Sly Collection,PS3,2010,Platform,Sony Computer Entertainment,0.68,85,46,8.8,172,E10+
The Sims 3,DS,2010,Simulation,Electronic Arts,0.67,73,9,6.4,20,E
Napoleon: Total War,PC,2010,Strategy,Sega,0.67,81,56,7.9,517,T
Fossil Fighters: Champions,DS,2010,Role-Playing,Nintendo,0.67,68,8,7.1,11,E
Castlevania: Lords of Shadow,X360,2010,Action,Konami Digital Entertainment,0.66,83,70,7.8,239,M
Gods Eater Burst,PSP,2010,Action,Namco Bandai Games,0.66,71,30,7.9,35,T
Fist of the North Star: Kens Rage,PS3,2010,Action,Ubisoft Annecy,0.66,60,30,6.9,29,M
Sengoku Basara: Samurai Heroes,PS3,2010,Action,Capcom,0.64,61,37,7.9,29,T
Dragon Ball: Raging Blast 2,X360,2010,Fighting,Namco Bandai Games,0.64,57,33,7.4,31,T
Rock Band 3,Wii,2010,Misc,MTV Games,0.63,91,10,6.9,36,T
White Knight Chronicles II,PS3,2010,Role-Playing,Sony Computer Entertainment,0.63,60,45,7.2,65,T
Red Steel 2,Wii,2010,Shooter,Ubisoft,0.62,80,73,8.5,179,T
DJ Hero 2,Wii,2010,Misc,Activision,0.62,88,20,7.5,17,T
Prince of Persia: The Forgotten Sands,X360,2010,Action,Ubisoft,0.62,74,69,7.8,112,T
NieR,PS3,2010,Role-Playing,Square Enix,0.62,68,58,8.4,268,M
Vanquish,PS3,2010,Shooter,Sega,0.61,84,61,8.1,305,M
pro evolution soccer 2011,X360,2010,Sports,Konami Digital Entertainment,0.61,79,43,5.9,33,E
Pac-Man Party,Wii,2010,Misc,Namco Bandai Games,0.61,59,14,5.9,8,E10+
Fighters Uncaged,X360,2010,Fighting,Ubisoft,0.6,32,38,4.6,23,T
Split/Second,X360,2010,Racing,Disney Interactive Studios,0.6,82,78,8.1,101,E10+
NHL 11,PS3,2010,Sports,Electronic Arts,0.59,88,38,7.1,54,E10+
Silent Hill: Shattered Memories,PS2,2010,Action,Konami Digital Entertainment,0.59,77,8,6.8,83,M
Blur,X360,2010,Racing,Activision,0.59,82,78,8.3,169,E10+
The Fight: Lights Out,PS3,2010,Fighting,Sony Computer Entertainment,0.59,48,39,7.5,77,T
Game Party in Motion,X360,2010,Misc,Warner Bros. Interactive Entertainment,0.58,33,6,3.7,9,E
Call of Duty: Black Ops,DS,2010,Shooter,Activision,0.58,74,13,6,54,T
Rock Band 3,PS3,2010,Misc,MTV Games,0.57,91,34,8,95,T
Harvest Moon: The Tale of Two Towns,DS,2010,Simulation,Natsume,0.56,68,6,7.5,13,E
Tetris Party Deluxe,Wii,2010,Puzzle,Nintendo,0.56,72,19,5.8,4,E
Enslaved: Odyssey to the West,PS3,2010,Action,Namco Bandai Games,0.55,80,53,7.5,313,T
Assassins Creed II,PC,2010,Action,Ubisoft,0.55,86,22,6.9,1625,M
Enslaved: Odyssey to the West,X360,2010,Action,Namco Bandai Games,0.54,82,72,7.8,297,T
Dynasty Warriors: Gundam 3,PS3,2010,Action,Tecmo Koei,0.54,58,18,7.5,20,T
Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,0.54,84,29,8.3,23,E
Metro 2033,X360,2010,Shooter,THQ,0.54,77,83,7.8,354,M
Harry Potter and the Deathly Hallows - Part 1,Wii,2010,Action,Electronic Arts,0.54,41,8,5,11,T
Time Crisis: Razing Storm,PS3,2010,Shooter,Namco Bandai Games,0.54,58,49,5.9,15,T
Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,0.53,83,54,8.1,67,T
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,0.53,85,62,8.8,85,T
Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,0.53,87,49,8.7,102,T
ModNation Racers,PSP,2010,Racing,Sony Computer Entertainment,0.53,73,22,7.7,22,E
Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,0.52,79,51,7.8,19,E
SingStar Dance,PS3,2010,Misc,Sony Computer Entertainment,0.52,65,21,3.9,8,T
The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,0.51,71,56,6.1,113,M
Major League Baseball 2K10,X360,2010,Sports,Take-Two Interactive,0.51,76,26,7.6,38,E
Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,0.51,69,18,7.4,13,E10+
R.U.S.E.,PS3,2010,Strategy,Ubisoft,0.5,76,37,7.3,50,T
Medal of Honor,PC,2010,Shooter,Electronic Arts,0.49,72,26,6.4,518,M
James Bond 007: Blood Stone,X360,2010,Shooter,Activision,0.47,62,66,7.1,63,T
FlingSmash,Wii,2010,Action,Nintendo,0.47,48,26,6.8,13,E
2010 FIFA World Cup South Africa,PSP,2010,Sports,Electronic Arts,0.47,69,11,7.4,9,E
The Sims 3: Ambitions,PC,2010,Simulation,Electronic Arts,0.46,74,25,7.3,51,T
Need for Speed: Hot Pursuit,Wii,2010,Racing,Electronic Arts,0.46,50,8,3.7,18,E10+
Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,Electronic Arts,0.45,38,42,5,46,T
Disney Guilty Party,Wii,2010,Misc,Disney Interactive Studios,0.45,78,13,8,4,E
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Shooter,Sony Computer Entertainment,0.44,74,51,8,20,T
Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,0.44,74,57,7.5,97,T
Hyperdimension Neptunia,PS3,2010,Role-Playing,Tecmo Koei,0.43,45,31,7,148,T
Naughty Bear,PS3,2010,Action,505 Games,0.43,43,31,5.5,49,T
OkamiDen,DS,2010,Adventure,Capcom,0.43,82,48,7.9,53,E10+
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.43,64,49,6.9,117,M
Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Nippon Ichi Software,0.42,74,19,6.7,109,T
2010 FIFA World Cup South Africa,Wii,2010,Sports,Electronic Arts,0.42,70,19,6.7,11,E
How to Train Your Dragon,Wii,2010,Action,Activision,0.42,59,11,7,4,E10+
NHL Slapshot,Wii,2010,Sports,Electronic Arts,0.42,76,25,8.1,7,E
TRON: Evolution,PS3,2010,Action,Disney Interactive Studios,0.42,58,47,6.2,28,T
Vanquish,X360,2010,Shooter,Sega,0.42,84,70,8.4,183,M
Tom Clancys HAWX 2,PS3,2010,Action,Ubisoft,0.41,70,30,6.8,19,T
Football Manager Handheld 2011,PSP,2010,Sports,Sega,0.41,77,5,7.7,6,E
Green Day: Rock Band,PS3,2010,Misc,MTV Games,0.41,76,41,6.3,24,T
Harry Potter and the Deathly Hallows - Part 1,DS,2010,Action,Electronic Arts,0.41,56,6,6,4,E10+
Green Day: Rock Band,X360,2010,Misc,MTV Games,0.41,75,54,6.6,32,T
BlazBlue: Continuum Shift,PS3,2010,Fighting,PQube,0.41,87,29,8,65,T
Naughty Bear,X360,2010,Action,505 Games,0.4,43,51,5.6,70,T
NBA Jam,Wii,2010,Sports,Electronic Arts,0.4,79,43,8.5,20,E
Mafia II,PC,2010,Action,Take-Two Interactive,0.4,77,46,7.9,1253,M
NBA Jam,PS3,2010,Sports,Electronic Arts,0.4,71,33,5.7,14,E
No More Heroes 2: Desperate Struggle,Wii,2010,Action,Rising Star Games,0.39,84,68,8.8,184,M
Harry Potter and the Deathly Hallows - Part 1,PS3,2010,Action,Electronic Arts,0.39,38,27,2.8,23,T
Mass Effect 2,PC,2010,Role-Playing,Electronic Arts,0.39,94,55,8.8,3585,M
NBA Jam,X360,2010,Sports,Electronic Arts,0.39,75,30,7,24,E
Alpha Protocol,X360,2010,Role-Playing,Sega,0.39,63,68,7.2,201,M
Iron Man 2,PS3,2010,Action,Sega,0.39,41,28,5.2,36,T
Monopoly Streets,PS3,2010,Misc,Electronic Arts,0.39,64,11,6.1,9,E
EA Sports Active 2,X360,2010,Sports,Electronic Arts,0.39,68,21,5.4,9,E
Ghost Trick: Phantom Detective,DS,2010,Adventure,Capcom,0.38,83,60,9,127,T
Get Fit with Mel ,PS3,2010,Sports,Black Bean Games,0.38,73,4,5.8,4,E
Need for Speed: Hot Pursuit,PC,2010,Racing,Electronic Arts,0.37,86,14,6.7,559,E10+
EA Sports MMA,PS3,2010,Fighting,Electronic Arts,0.37,77,47,6.9,38,T
Prince of Persia: The Forgotten Sands,PSP,2010,Action,Ubisoft,0.37,65,10,7.4,14,T
Green Day: Rock Band,Wii,2010,Misc,MTV Games,0.36,76,12,8.8,11,T
Tom Clancys HAWX 2,X360,2010,Action,Ubisoft,0.36,68,57,6.3,29,T
Spider-Man: Shattered Dimensions,X360,2010,Action,Activision,0.36,76,68,7.6,98,T
Dark Void,PS3,2010,Action,Capcom,0.35,59,50,6,36,T
EA Sports MMA,X360,2010,Fighting,Electronic Arts,0.35,79,63,7,55,T
Tropico 4,X360,2010,Strategy,Kalypso Media,0.35,77,18,7.5,37,T
Supreme Commander 2,X360,2010,Strategy,Square Enix,0.34,75,28,7.1,23,E10+
Racquet Sports,PS3,2010,Sports,Ubisoft,0.34,45,17,4.3,8,E
The Shoot,PS3,2010,Shooter,Sony Computer Entertainment,0.34,60,39,6.2,11,T
Cabelas Dangerous Hunts 2011,PS3,2010,Sports,Activision,0.33,60,4,5.4,9,T
Resonance of Fate,X360,2010,Role-Playing,Sega,0.33,74,43,7.8,97,T
Def Jam Rapstar,PS3,2010,Misc,Konami Digital Entertainment,0.33,75,25,6.3,4,T
Lord of Arcana,PSP,2010,Role-Playing,Square Enix,0.33,53,45,5.5,21,M
DECA Sports Freedom,X360,2010,Sports,Hudson Soft,0.33,26,16,3.7,9,E10+
Iron Man 2,Wii,2010,Action,Sega,0.32,41,11,4.6,12,T
Singularity,X360,2010,Shooter,Activision,0.32,76,70,7.7,170,M
Army of Two: The 40th Day,PSP,2010,Shooter,Electronic Arts,0.32,49,11,6,32,M
Fate/Extra,PSP,2010,Role-Playing,Marvelous Interactive,0.32,58,10,8.1,39,T
BlazBlue: Continuum Shift,X360,2010,Fighting,PQube,0.31,85,32,8.7,26,T
Etrian Odyssey III: The Drowned City,DS,2010,Role-Playing,Atlus,0.31,77,23,8,21,E10+
The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,Ubisoft,0.31,79,33,5.2,214,E10+
Dark Void,X360,2010,Action,Capcom,0.31,59,69,6,61,T
Clash of the Titans,PS3,2010,Action,Namco Bandai Games,0.31,41,28,1.7,17,T
Mega Man Zero Collection,DS,2010,Platform,Capcom,0.31,78,15,8.9,39,E
TRON: Evolution,X360,2010,Action,Disney Interactive Studios,0.31,58,51,5.8,42,T
Silent Hill: Shattered Memories,PSP,2010,Action,Konami Digital Entertainment,0.3,73,28,7.5,44,M
Def Jam Rapstar,X360,2010,Misc,Konami Digital Entertainment,0.3,74,36,5.4,9,T
Radiant Historia,DS,2010,Role-Playing,Atlus,0.29,85,30,9,82,E10+
Batman: The Brave and the Bold the Videogame,DS,2010,Action,Warner Bros. Interactive Entertainment,0.29,74,14,8,8,E10+
MySims SkyHeroes,Wii,2010,Action,Electronic Arts,0.29,67,9,5.2,5,E10+
ExerBeat,Wii,2010,Sports,Namco Bandai Games,0.29,60,9,7.6,5,E
Front Mission Evolved,PS3,2010,Shooter,Square Enix,0.29,58,42,6,31,T
NieR,X360,2010,Role-Playing,Square Enix,0.29,67,60,8.3,128,M
Ace Combat: Joint Assault,PSP,2010,Simulation,Namco Bandai Games,0.29,71,30,7.2,12,T
Sengoku Basara: Samurai Heroes,Wii,2010,Action,Capcom,0.29,65,18,8.8,13,T
Majin and the Forsaken Kingdom,PS3,2010,Adventure,Namco Bandai Games,0.29,72,49,7.9,35,T
Dead to Rights: Retribution,PS3,2010,Shooter,Namco Bandai Games,0.28,60,44,5.9,27,M
Tony Hawk: Shred,PS3,2010,Sports,Activision,0.28,56,5,6.7,6,E
Monopoly Streets,X360,2010,Misc,Electronic Arts,0.28,66,18,6.6,16,E
Iron Man 2,X360,2010,Action,Sega,0.27,41,35,5.9,54,T
Transformers: Cybertron Adventures,Wii,2010,Action,Activision,0.27,41,15,6.5,8,T
NHL 2K11,Wii,2010,Sports,Take-Two Interactive,0.27,62,12,5.8,4,E10+
R.U.S.E.,PC,2010,Strategy,Ubisoft,0.27,76,33,8.1,177,T
R.U.S.E.,X360,2010,Strategy,Ubisoft,0.27,78,45,7,38,T
Plants vs. Zombies,X360,2010,Strategy,PopCap Games,0.26,89,27,8.2,161,E10+
Americas Test Kitchen: Lets Get Cooking,DS,2010,Simulation,Nintendo,0.26,87,4,5.6,9,E
Deadly Premonition,X360,2010,Action,Rising Star Games,0.26,68,39,8.2,332,M
Dragon Ball Z: Tenkaichi Tag Team,PSP,2010,Fighting,Namco Bandai Games,0.26,63,22,8.6,20,T
Tony Hawk: Shred,X360,2010,Sports,Activision,0.26,53,10,6.6,10,E
Silent Hunter 5: Battle of the Atlantic,PC,2010,Simulation,Ubisoft,0.25,62,26,3.5,104,T
Prison Break: The Conspiracy,PS3,2010,Action,Deep Silver,0.25,42,33,3.8,20,T
TV Superstars,PS3,2010,Misc,Sony Computer Entertainment,0.25,56,17,4.9,8,E
Michael Jackson: The Experience,DS,2010,Misc,Ubisoft,0.25,64,5,6.6,5,E10+
Racquet Sports,Wii,2010,Sports,Ubisoft,0.24,51,8,8.6,15,E
Percy Jackson and the Olympians: The Lightning Thief,DS,2010,Role-Playing,Activision,0.24,56,6,6.9,12,E10+
BioShock 2,PC,2010,Shooter,Take-Two Interactive,0.24,88,36,8,1258,M
Metro 2033,PC,2010,Shooter,THQ,0.24,81,40,8.1,1478,M
Singularity,PS3,2010,Shooter,Activision,0.24,77,48,7.7,100,M
Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.24,75,13,7.7,15,T
Pure Futbol,PS3,2010,Sports,Ubisoft,0.24,46,12,7.5,30,E
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,Tecmo Koei,0.24,61,27,5.4,101,M
Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft,0.23,77,24,8.1,31,T
The Lord of the Rings: Aragorns Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.23,58,21,7.8,5,T
TrackMania: Build to Race,Wii,2010,Racing,Focus Home Interactive,0.23,74,17,6.8,5,E
pro evolution soccer 2011,Wii,2010,Sports,Konami Digital Entertainment,0.22,78,9,5.4,7,E
MotoGP 09/10,PS3,2010,Racing,Capcom,0.22,70,42,5.4,28,E
Hot Shots Tennis: Get a Grip,PSP,2010,Sports,Sony Computer Entertainment,0.22,80,27,8,17,E
